"UID","Xsugg","Ysugg","Type"
"8045-36-1-95-2",709122.60,3970653.70,"tract"
"8047-14-1-15-1",709138.10,3970691.90,"tract"
"8048-20-1-35-2",709082.40,3970700.60,"tract"
"8048-20-1-45-3",709077.20,3970704.10,"tract"
"8048-27-1-15-2",709118.90,3970719.60,"tract"
"8048-36-1-5-1",709136.40,3970728.40,"tract"
"8049-36-1-15-1",709101.20,3970765.70,"tract"
"8050-14-1-15-1",709142.80,3970779.60,"tract"
"8050-14-1-15-2",709143.90,3970775.90,"tract"
"8050-14-1-15-3",709141.30,3970781.70,"tract"
"8050-20-1-65-1",709101.00,3970838.00,"tract"
"8050-20-1-65-2",709103.50,3970831.10,"tract"
"8050-36-1-55-2",709151.20,3970817.90,"tract"
"8051-27-1-25-1",709120.70,3970883.40,"tract"
"8051-27-1-25-2",709119.70,3970882.90,"tract"
"8051-27-1-65-1",709119.50,3970915.40,"tract"
"8051-36-1-75-1",709143.70,3970930.20,"tract"
"8052-27-1-15-1",709065.70,3970878.20,"tract"
"8054-32-1-35-1",709212.50,3970965.70,"tract"
"8054-36-1-5-1",709157.80,3970955.90,"tract"
"8055-27-1-35-1",709170.80,3970876.90,"tract"
"8055-27-1-35-2",709170.80,3970881.10,"tract"
"8055-27-1-65-1",709171.70,3970853.30,"tract"
"8055-36-1-75-1",709157.40,3970840.70,"tract"
"8055-36-1-75-2",709156.50,3970841.80,"tract"
"8057-20-1-65-1",709179.10,3970775.50,"tract"
"8057-36-1-95-4",709221.00,3970756.60,"tract"
"8058-36-1-25-1",709221.50,3970716.50,"tract"
"8059-32-1-5-1",709162.50,3970728.30,"tract"
"8069-20-1-65-1",708883.30,3971428.40,"tract"
"8072-27-1-25-2",708852.40,3971658.50,"tract"
"8074-20-1-95-1",708883.30,3971901.40,"tract"
"8079-27-1-75-3",708777.20,3971783.60,"tract"
"8079-27-1-95-1",708775.70,3971768.60,"tract"
"8080-20-1-15-1",708805.70,3971748.50,"tract"
"8080-20-1-35-1",708806.80,3971730.80,"tract"
"8081-9-1-5-1",708821.80,3971667.20,"tract"
"8083-9-1-45-1",708821.20,3971450.10,"tract"
"8086-36-1-55-1",708760.50,3971155.40,"tract"
"8090-14-1-55-1",709249.80,3971078.50,"tract"
"8090-14-1-65-1",709248.40,3971088.30,"tract"
"8090-15-1-45-1",709216.70,3971060.30,"tract"
"8091-36-1-5-1",709281.70,3971110.00,"tract"
"8108-31-1-25-1",709264.00,3971010.40,"tract"
"8111-20-1-45-1",709227.60,3970882.20,"tract"
"8111-27-1-75-3",709258.60,3970855.90,"tract"
"8111-27-1-75-2",709260.00,3970856.00,"tract"
"8113-12-1-5-1",709267.30,3970829.90,"tract"
"8113-27-1-35-2",709247.50,3970803.50,"tract"
"8113-36-1-65-1",709285.80,3970784.50,"tract"
"8119-12-1-25-1",709328.30,3970675.60,"tract"
"8119-12-1-25-2",709327.30,3970675.00,"tract"
"8121-31-1-35-4",709353.10,3970753.90,"tract"
"8122-27-1-55-1",709320.40,3970821.20,"tract"
"8122-27-1-75-1",709320.10,3970838.80,"tract"
"8125-12-1-25-1",709328.20,3970942.10,"tract"
"8127-36-1-85-1",709300.70,3971090.40,"tract"
"8127-36-1-85-2",709300.60,3971093.70,"tract"
"8128-31-1-25-6",709332.00,3971107.30,"tract"
"8130-27-1-25-1",706636.50,3973065.60,"tract"
"8130-28-1-65-1",706600.80,3973080.10,"tract"
"8130-28-1-65-2",706601.30,3973079.60,"tract"
"8130-28-1-65-3",706594.70,3973084.10,"tract"
"8130-28-1-65-4",706599.50,3973079.70,"tract"
"8130-28-1-65-6",706601.20,3973078.20,"tract"
"8131-20-1-15-5",706567.60,3973085.30,"tract"
"8131-28-1-25-2",706543.10,3973115.20,"tract"
"8131-28-1-25-3",706542.80,3973106.50,"tract"
"8133-20-1-35-1",706487.90,3973137.30,"tract"
"8133-20-1-5-1",706511.00,3973120.10,"tract"
"8133-20-1-55-2",706463.80,3973158.10,"tract"
"8136-26-1-15-1",706485.40,3973238.30,"tract"
"8136-27-1-75-1",706521.70,3973277.00,"tract"
"8136-27-1-85-1",706525.60,3973280.20,"tract"
"8136-29-1-45-2",706486.90,3973293.90,"tract"
"8137-20-1-65-2",706450.90,3973333.20,"tract"
"8139-20-1-85-1",706431.20,3973269.30,"tract"
"8140-27-1-65-2",706519.40,3973348.30,"tract"
"8142-27-1-55-1",706625.10,3973379.50,"tract"
"8142-29-1-15-1",706606.60,3973365.10,"tract"
"8142-29-1-75-1",706622.70,3973351.70,"tract"
"8146-20-1-15-1",706575.00,3973303.20,"tract"
"8146-20-1-5-1",706576.60,3973310.40,"tract"
"8146-29-1-15-1",706566.30,3973313.10,"tract"
"8147-27-1-5-2",706587.00,3973278.30,"tract"
"8150-29-1-15-2",706635.50,3973285.10,"tract"
"8150-29-1-35-1",706638.80,3973297.70,"tract"
"8150-29-1-35-2",706638.50,3973297.60,"tract"
"8150-29-1-35-3",706638.30,3973295.00,"tract"
"8150-29-1-35-6",706638.60,3973294.70,"tract"
"8150-29-1-45-1",706639.50,3973299.60,"tract"
"8150-29-1-45-2",706640.40,3973304.60,"tract"
"8150-29-1-45-3",706641.00,3973303.60,"tract"
"8150-29-1-5-1",706634.90,3973280.80,"tract"
"8150-29-1-5-2",706634.70,3973278.80,"tract"
"8151-28-1-5-2",706580.20,3973292.70,"tract"
"8155-28-1-15-2",706636.90,3973229.10,"tract"
"8155-28-1-15-3",706636.50,3973229.20,"tract"
"8165-26-1-15-1",706613.80,3973149.00,"tract"
"8165-26-1-25-1",706617.50,3973139.00,"tract"
"8172-20-1-5-1",706536.20,3973163.60,"tract"
"8172-27-1-15-1",706520.20,3973154.80,"tract"
"8173-20-1-25-2",706542.20,3973196.90,"tract"
"8174-29-1-5-1",706669.30,3973256.20,"tract"
"8181-20-1-15-1",709354.50,3971025.80,"tract"
"8181-20-1-15-3",709358.30,3971030.30,"tract"
"8181-20-1-25-1",709360.20,3971030.50,"tract"
"8181-27-1-15-1",709383.10,3970994.10,"tract"
"8181-27-1-15-2",709380.60,3970992.70,"tract"
"8181-27-1-25-1",709395.00,3971004.20,"tract"
"8181-29-1-15-2",709355.20,3971046.30,"tract"
"8183-27-1-35-1",709365.80,3970977.60,"tract"
"8184-14-1-35-1",709370.50,3970875.50,"tract"
"8184-14-1-65-3",709371.80,3970853.10,"tract"
"8185-28-1-95-3",709401.60,3970755.10,"tract"
"8185-29-1-65-1",709370.50,3970794.60,"tract"
"8186-28-1-25-1",709404.60,3970738.00,"tract"
"8186-28-1-25-3",709403.10,3970737.40,"tract"
"8186-28-1-45-1",709402.80,3970727.40,"tract"
"8186-29-1-35-2",709386.20,3970727.00,"tract"
"8187-20-1-15-1",709389.50,3970698.20,"tract"
"8187-26-1-5-2",709392.00,3970681.30,"tract"
"8187-26-1-5-3",709396.80,3970680.90,"tract"
"8187-27-1-25-3",709386.00,3970716.60,"tract"
"8187-27-1-35-4",709382.10,3970716.30,"tract"
"8187-27-1-35-5",709377.80,3970717.90,"tract"
"8187-27-1-5-1",709401.80,3970710.90,"tract"
"8188-26-1-65-2",709345.50,3970647.70,"tract"
"8188-27-1-25-2",709364.40,3970646.70,"tract"
"8188-28-1-25-2",709328.20,3970649.80,"tract"
"8188-28-1-85-3",709318.50,3970640.90,"tract"
"8188-28-1-85-5",709317.20,3970641.10,"tract"
"8189-20-1-15-1",709292.20,3970644.50,"tract"
"8189-20-1-45-1",709269.40,3970636.00,"tract"
"8189-20-1-55-1",709262.00,3970633.30,"tract"
"8192-29-1-15-2",709423.10,3971014.10,"tract"
"8192-29-1-5-2",709410.40,3971013.60,"tract"
"8192-29-1-5-3",709405.10,3971013.20,"tract"
"8194-20-1-45-2",709404.70,3971047.50,"tract"
"8194-20-1-45-3",709405.90,3971047.40,"tract"
"8194-27-1-35-2",709400.40,3971029.40,"tract"
"8194-28-1-15-1",709352.80,3971082.00,"tract"
"8194-29-1-5-2",709344.20,3971100.80,"tract"
"8195-29-1-45-1",709397.40,3971237.10,"tract"
"8197-20-1-55-1",709464.50,3971045.70,"tract"
"8201-27-1-65-1",709544.10,3970812.60,"tract"
"8202-29-1-35-1",709198.70,3970626.30,"tract"
"8210-2-1-65-1",708681.60,3971503.70,"tract"
"8212-36-1-25-2",708746.60,3971651.00,"tract"
"8228-35-1-35-1",708928.00,3971855.00,"tract"
"8231-36-1-5-1",708650.70,3971954.40,"tract"
"8294-2-1-5-1",706577.70,3973171.20,"tract"
"8294-2-1-5-4",706659.20,3973234.90,"tract"
"8294-2-1-5-3",706648.00,3973248.00,"tract"
"8297-5-1-35-1",709446.80,3970730.90,"tract"
"8298-14-1-15-2",709473.10,3970650.60,"tract"
"8305-5-1-65-1",709331.90,3970627.30,"tract"
"8308-14-1-5-1",709417.50,3970635.40,"tract"
"8308-36-1-5-1",709432.50,3970642.40,"tract"
"8308-36-1-5-2",709432.40,3970640.60,"tract"
"8327-14-1-85-1",709413.20,3971163.90,"tract"
"8327-36-1-45-1",709427.50,3971141.80,"tract"
"9003-28-1-15-1",708570.40,3969839.60,"tract"
"9003-28-1-45-1",708569.60,3969803.00,"tract"
"9003-29-1-95-1",708604.10,3969755.70,"tract"
"9020-26-1-85-1",708873.80,3969579.70,"tract"
"9020-5-1-65-1",708859.50,3969595.40,"tract"
"9020-5-1-85-1",708859.20,3969577.50,"tract"
"9020-5-1-85-4",708859.70,3969579.60,"tract"
"9020-5-1-85-7",708858.60,3969574.10,"tract"
"9025-5-1-55-1",708981.80,3969505.40,"tract"
"9025-5-1-55-2",708981.90,3969500.10,"tract"
"9025-5-1-55-3",708981.10,3969498.80,"tract"
"9027-28-1-15-1",708996.60,3969661.50,"tract"
"9027-5-1-5-1",708981.00,3969645.50,"tract"
"9035-15-1-15-1",709031.10,3969638.80,"tract"
"9038-15-1-25-1",709103.50,3969795.80,"tract"
"9038-15-1-45-1",709102.60,3969771.20,"tract"
"9038-15-1-5-1",709102.60,3969812.60,"tract"
"9038-26-1-85-1",709168.80,3969720.20,"tract"
"9038-28-1-25-1",709152.90,3969786.40,"tract"
"9038-29-1-35-1",709120.20,3969774.80,"tract"
"9038-29-1-35-2",709119.40,3969776.90,"tract"
"9038-29-1-55-2",709119.10,3969763.30,"tract"
"9039-28-1-15-1",709153.00,3969687.20,"tract"
"9039-29-1-5-1",709120.30,3969706.50,"tract"
"9077-32-1-85-10",708789.70,3969930.90,"tract"
"9077-32-1-85-11",708790.70,3969934.60,"tract"
"9077-32-1-85-12",708790.20,3969934.20,"tract"
"9077-32-1-85-15",708789.90,3969939.60,"tract"
"9077-32-1-85-16",708790.90,3969931.00,"tract"
"9077-32-1-85-17",708790.40,3969931.80,"tract"
"9077-32-1-85-18",708790.90,3969934.20,"tract"
"9077-32-1-85-32",708791.20,3969930.30,"tract"
"9077-32-1-85-33",708789.70,3969934.30,"tract"
"9077-32-1-85-34",708791.30,3969936.10,"tract"
"9077-32-1-85-35",708790.70,3969933.00,"tract"
"9077-32-1-85-36",708789.80,3969933.50,"tract"
"9077-32-1-85-37",708791.30,3969930.20,"tract"
"9077-32-1-85-38",708790.20,3969931.70,"tract"
"9077-32-1-85-39",708790.80,3969937.70,"tract"
"9077-32-1-85-40",708791.10,3969934.40,"tract"
"9077-32-1-85-41",708791.20,3969934.00,"tract"
"9077-32-1-85-42",708791.30,3969932.00,"tract"
"9077-32-1-85-43",708789.40,3969933.10,"tract"
"9077-32-1-85-44",708791.30,3969933.20,"tract"
"9077-32-1-85-45",708790.60,3969938.70,"tract"
"9077-32-1-85-46",708790.40,3969931.60,"tract"
"9077-32-1-85-56",708790.90,3969937.60,"tract"
"9077-32-1-85-57",708789.70,3969934.90,"tract"
"9077-32-1-85-59",708789.70,3969936.50,"tract"
"9077-32-1-85-60",708790.80,3969938.50,"tract"
"9077-32-1-85-61",708790.30,3969939.20,"tract"
"9077-32-1-85-62",708789.40,3969936.90,"tract"
"9077-32-1-85-63",708790.40,3969935.50,"tract"
"9077-32-1-85-64",708789.70,3969933.20,"tract"
"9077-32-1-85-65",708790.50,3969938.30,"tract"
"9077-32-1-85-66",708790.00,3969932.40,"tract"
"9077-32-1-85-67",708789.50,3969937.20,"tract"
"9077-32-1-85-68",708790.60,3969937.00,"tract"
"9077-32-1-85-69",708791.10,3969930.70,"tract"
"9077-32-1-85-7",708790.00,3969937.50,"tract"
"9077-32-1-85-70",708790.60,3969930.00,"tract"
"9077-32-1-85-71",708789.80,3969938.90,"tract"
"9077-32-1-85-74",708790.20,3969932.50,"tract"
"9077-32-1-85-75",708790.80,3969930.40,"tract"
"9077-32-1-85-8",708791.20,3969930.80,"tract"
"9077-32-1-85-85",708790.60,3969934.10,"tract"
"9077-32-1-85-86",708790.80,3969935.50,"tract"
"9077-32-1-85-9",708791.00,3969933.80,"tract"
"9078-26-1-45-1",708739.80,3969906.60,"tract"
"9078-28-1-65-1",708756.70,3969890.60,"tract"
"9078-41-1-15-3",708774.30,3969910.00,"tract"
"9078-41-1-15-4",708772.90,3969906.90,"tract"
"9078-5-1-5-1",708807.30,3969916.40,"tract"
"9082-15-1-5-1",709309.00,3969843.80,"tract"
"9085-29-1-25-1",709415.90,3969864.30,"tract"
"9089-15-1-45-1",709198.60,3969743.60,"tract"
"9093-26-1-75-1",709148.60,3970048.80,"tract"
"9093-29-1-75-3",709136.60,3970060.90,"tract"
"10002-44-2-25-1",706781.20,3971379.80,"tract"
"1011-3-2-65-1",706845.20,3973062.10,"tract"
"3558-19-2-25-1",706662.00,3971721.30,"tract"
"3607-2-2-95-1",708280.80,3970430.00,"tract"
"3607-2-2-95-2",708281.20,3970431.10,"tract"
"3642-19-2-75-1",708132.60,3970967.60,"tract"
"4179-14-2-25-1",706530.10,3971785.10,"tract"
"4188-14-2-15-1",706535.70,3971732.90,"tract"
"4259-29-2-25-1",706940.80,3972100.20,"tract"
"4260-14-2-15-1",707047.10,3972059.10,"tract"
"4260-14-2-15-2",707049.00,3972062.90,"tract"
"6007-20-1-65-4",708320.90,3971656.10,"tract"
"8150-27-2-45-2",706653.60,3973302.70,"tract"
"60-gg1-10",708771.90,3969631.60,"vacuum"
"36-gg1-6",708786.40,3969679.90,"vacuum"
"59-gg1-32",708784.40,3969657.90,"vacuum"
"2-gg1-3",708791.20,3969669.30,"vacuum"
"15-gg1-1",708805.00,3969640.40,"vacuum"
"49-gg1-1",708821.80,3969664.80,"vacuum"
"49-gg1-2",708824.80,3969639.90,"vacuum"
"7-gg1-1",708833.50,3969649.60,"vacuum"
"69-gg1-1",708835.20,3969649.10,"vacuum"
"7-gg1-4",708839.40,3969643.40,"vacuum"
"7-gg1-2",708835.90,3969647.40,"vacuum"
"69-gg1-6",708839.10,3969657.10,"vacuum"
"80-gg1-1",709389.30,3970882.30,"vacuum"
"59-gg1-1",709397.90,3970876.60,"vacuum"
"69-gg1-3",707994.40,3972152.90,"vacuum"
"43-gg1-23",708017.90,3972177.00,"vacuum"
"29-gg1-22",708038.10,3972205.60,"vacuum"
"59-gg1-2",706534.60,3973260.10,"square"
"5-gg1-1",706743.40,3971482.10,"vacuum"
"57-gg1-2",710083.20,3967114.60,"vacuum"
"101-gg1-2",709421.60,3969801.70,"vacuum"
"5-gg1-2",708778.20,3969659.30,"vacuum"
"114-gg1-1",708773.60,3969676.20,"vacuum"
"101-gg1-3",708797.90,3969653.30,"vacuum"
"12393-17-1-35-7",710073.40,3967138.90,"tract"
"1047-4-1-85-1",707026.10,3973336.60,"tract"
"1047-4-1-85-2",707026.20,3973337.20,"tract"
"1047-6-1-45-1",707011.00,3973301.70,"tract"
"12300-58-1-55-1",710078.30,3969585.00,"tract"
"4298-28-1-45-3",707218.20,3973980.00,"tract"
"4298-29-1-45-6",707177.70,3973971.80,"tract"
"4302-20-1-45-1",707140.60,3974061.60,"tract"
"4303-29-1-45-3",707159.20,3974014.20,"tract"
"1086-3-1-95-1",707141.10,3973831.20,"tract"
"11198-42-1-65-1",709652.50,3968866.00,"tract"
"11246-50-1-55-1",710161.50,3967949.50,"tract"
"12107-14-1-25-3",709515.40,3970237.10,"tract"
"12115-58-1-5-1",709285.90,3970172.20,"tract"
"12116-58-1-55-2",709372.60,3970178.30,"tract"
"12119-35-1-35-2",709563.10,3970193.70,"tract"
"3013-19-1-25-1",706048.10,3973977.40,"tract"
"3459-14-1-25-2",707891.00,3971957.30,"tract"
"3678-34-1-5-2",708300.70,3970283.60,"tract"
"43-tg2-1",707896.50,3972435.10,"grab"
"58-tg2-1",707915.80,3972468.10,"grab"
"11246-60-1-75-1",710146.80,3967929.80,"tract"
"11246-60-1-75-2",710147.30,3967928.40,"tract"
"12102-58-1-55-1",709805.90,3970265.90,"tract"
"17004-103-1-35-1",707934.10,3972456.90,"tract"
"17013-2-1-5-1",707647.40,3972350.90,"tract"
"4002-10-1-25-2",706608.50,3972577.00,"tract"
"4309-28-1-35-14",707243.60,3973842.70,"tract"
"4310-20-1-35-10",707279.30,3973875.60,"tract"
"4320-27-1-15-1",707171.50,3974241.50,"tract"
"8186-28-1-45-6",709403.20,3970727.20,"tract"
"4328-27-1-25-3",707346.10,3973975.60,"tract"
,708254.80,3969957.10,"tract"
,708255.90,3969951.60,"tract"
,708255.30,3969940.10,"tract"
,708255.90,3969949.50,"tract"
,708255.40,3969950.40,"tract"
,708256.70,3969946.10,"tract"
,708256.30,3969947.80,"tract"
,708256.10,3969952.80,"tract"
,708255.60,3969959.10,"tract"
,708255.40,3969948.20,"tract"
,706373.00,3974021.70,"tract"
,706687.60,3973622.80,"tract"
,706714.40,3973644.60,"tract"
,706694.90,3973628.60,"tract"
,706656.20,3973597.60,"tract"
,706644.20,3973609.00,"tract"
,706683.10,3973684.60,"tract"
,706623.80,3973634.30,"tract"
,706669.50,3973671.00,"tract"
,706727.50,3973653.70,"tract"
,706751.80,3973674.50,"tract"
,706741.80,3973666.00,"tract"
,706733.90,3973660.30,"tract"
,705904.40,3972868.80,"tract"
,705897.50,3972879.10,"tract"
,705886.80,3972890.60,"tract"
,705894.70,3972879.60,"tract"
,705868.70,3972911.50,"tract"
,705879.80,3972898.60,"tract"
,705913.90,3972857.60,"tract"
,705891.40,3972858.20,"tract"
,705908.40,3972839.10,"tract"
,705897.90,3972850.70,"tract"
,705864.30,3972891.50,"tract"
,705893.30,3972857.70,"tract"
,705888.60,3972861.10,"tract"
,705857.30,3972899.40,"tract"
,705900.50,3972848.30,"tract"
,705877.00,3972875.10,"tract"
,705911.50,3972833.50,"tract"
,705895.00,3972854.10,"tract"
,705882.50,3972870.00,"tract"
,705884.00,3972868.90,"tract"
,705891.30,3972860.00,"tract"
,705881.90,3972870.30,"tract"
,705884.90,3972865.10,"tract"
,705874.70,3972879.30,"tract"
,705905.70,3972840.30,"tract"
,705969.30,3972828.10,"tract"
,706176.40,3972963.10,"tract"
,706073.40,3972973.30,"tract"
,706044.90,3973006.50,"tract"
,706029.90,3972997.20,"tract"
,706059.90,3972963.60,"tract"
,706038.70,3972987.30,"tract"
,706051.50,3972972.30,"tract"
,706060.10,3972960.70,"tract"
,706045.60,3972979.10,"tract"
,705867.50,3974510.50,"tract"
,706178.00,3973073.10,"tract"
,705910.00,3974123.70,"tract"
,705888.70,3974086.90,"tract"
,705887.60,3974085.50,"tract"
,705962.30,3974225.70,"tract"
,705943.50,3974225.10,"tract"
,705937.30,3974231.90,"tract"
,705948.20,3974216.70,"tract"
,705940.60,3974228.10,"tract"
,705922.20,3974248.50,"tract"
,705953.10,3974213.60,"tract"
,705927.00,3974242.80,"tract"
,705452.90,3974413.40,"tract"
,705470.10,3974399.50,"tract"
,705478.50,3974440.10,"tract"
,705487.40,3974391.70,"tract"
,705483.40,3974405.30,"tract"
,705478.70,3974431.30,"tract"
,705495.10,3974428.80,"tract"
,705501.60,3974393.50,"tract"
,705500.20,3974397.70,"tract"
,705495.00,3974432.00,"tract"
,705494.50,3974430.90,"tract"
,705494.60,3974428.00,"tract"
,705492.90,3974439.60,"tract"
,705498.20,3974414.60,"tract"
,705499.90,3974406.80,"tract"
,705500.60,3974395.00,"tract"
,705495.90,3974424.00,"tract"
,705501.90,3974387.00,"tract"
,705492.50,3974445.20,"tract"
,705497.80,3974409.20,"tract"
,705498.50,3974406.00,"tract"
,705497.90,3974407.90,"tract"
,705499.70,3974399.20,"tract"
,705495.10,3974432.50,"tract"
,705492.50,3974448.90,"tract"
,705496.60,3974415.20,"tract"
,705492.60,3974440.60,"tract"
,705493.60,3974438.90,"tract"
,705495.40,3974421.60,"tract"
,705494.40,3974435.70,"tract"
,705503.70,3974374.30,"tract"
,705503.00,3974385.90,"tract"
,705494.40,3974427.50,"tract"
,705501.70,3974387.20,"tract"
,705503.50,3974380.70,"tract"
,705502.40,3974390.80,"tract"
,705498.00,3974407.90,"tract"
,705501.30,3974389.10,"tract"
,705494.60,3974435.80,"tract"
,705494.30,3974435.40,"tract"
,705491.20,3974447.30,"tract"
,705499.10,3974404.10,"tract"
,705500.30,3974401.00,"tract"
,705347.50,3974529.20,"tract"
,705349.60,3974516.60,"tract"
,705347.30,3974523.90,"tract"
,705339.20,3974572.00,"tract"
,705340.10,3974573.40,"tract"
,705350.50,3974509.50,"tract"
,705352.50,3974504.00,"tract"
,705343.50,3974554.30,"tract"
,705342.60,3974551.30,"tract"
,705350.50,3974511.90,"tract"
,705340.80,3974565.90,"tract"
,705342.40,3974561.20,"tract"
,705342.00,3974556.00,"tract"
,705340.70,3974560.90,"tract"
,705345.90,3974531.70,"tract"
,705342.80,3974556.40,"tract"
,705349.50,3974517.00,"tract"
,705348.50,3974522.20,"tract"
,705342.20,3974560.90,"tract"
,705344.90,3974536.70,"tract"
,705342.90,3974552.70,"tract"
,705344.00,3974545.50,"tract"
,705348.10,3974518.40,"tract"
,705075.00,3975507.00,"tract"
,705071.00,3975517.40,"tract"
,705074.00,3975508.90,"tract"
,705084.00,3975485.50,"tract"
,705084.40,3975481.60,"tract"
,705085.50,3975480.80,"tract"
,705082.80,3975487.30,"tract"
,705071.30,3975519.20,"tract"
,705073.10,3975515.80,"tract"
,705084.90,3975481.60,"tract"
,705073.50,3975510.30,"tract"
,705077.20,3975504.90,"tract"
,705079.40,3975497.90,"tract"
,705081.40,3975491.50,"tract"
,705078.60,3975499.50,"tract"
,705075.20,3975509.60,"tract"
,705080.40,3975496.20,"tract"
,705080.10,3975494.60,"tract"
,705080.80,3975494.70,"tract"
,705072.10,3975517.10,"tract"
,705082.80,3975489.80,"tract"
,705083.00,3975487.70,"tract"
,705080.20,3975493.80,"tract"
,705079.80,3975494.60,"tract"
,705083.50,3975483.30,"tract"
,705078.40,3975501.00,"tract"
,705085.30,3975483.20,"tract"
,705081.70,3975490.90,"tract"
,705075.30,3975510.40,"tract"
,705077.70,3975502.70,"tract"
,705080.20,3975496.50,"tract"
,705084.60,3975484.10,"tract"
,705069.30,3975523.80,"tract"
,705079.50,3975496.40,"tract"
,705076.30,3975505.90,"tract"
,705080.00,3975493.80,"tract"
,705076.10,3975507.70,"tract"
,705076.40,3975507.10,"tract"
,705085.00,3975482.80,"tract"
,705081.80,3975487.40,"tract"
,705082.90,3975489.20,"tract"
,705074.30,3975509.60,"tract"
,705084.70,3975484.50,"tract"
,705083.80,3975484.00,"tract"
,705079.70,3975493.00,"tract"
,705078.70,3975498.70,"tract"
,705077.00,3975503.60,"tract"
,705084.40,3975484.50,"tract"
,705074.30,3975509.90,"tract"
,705076.80,3975502.70,"tract"
,705072.80,3975515.60,"tract"
,705081.90,3975489.90,"tract"
,705070.30,3975521.70,"tract"
,705085.80,3975480.30,"tract"
,705072.30,3975516.90,"tract"
,705084.20,3975485.40,"tract"
,705084.80,3975482.40,"tract"
,705071.70,3975516.90,"tract"
,705069.50,3975523.00,"tract"
,705073.00,3975514.60,"tract"
,705074.80,3975510.60,"tract"
,705074.20,3975511.80,"tract"
,705069.50,3975523.70,"tract"
,705084.40,3975481.70,"tract"
,705078.00,3975501.30,"tract"
,705081.80,3975490.30,"tract"
,705069.40,3975522.70,"tract"
,705080.70,3975494.70,"tract"
,705083.80,3975481.60,"tract"
,705073.30,3975513.00,"tract"
,705070.80,3975517.40,"tract"
,705323.80,3974784.50,"tract"
,705481.10,3974748.60,"tract"
,709671.70,3971431.40,"tract"
,709683.80,3971572.30,"tract"
,709683.60,3971546.00,"tract"
,709349.70,3971531.00,"tract"
,709323.30,3971529.70,"tract"
,709299.80,3971530.80,"tract"
,709292.10,3971531.00,"tract"
,709331.50,3971531.30,"tract"
,709330.40,3971530.60,"tract"
,709344.10,3971531.10,"tract"
,709322.20,3971529.70,"tract"
,709344.00,3971529.50,"tract"
,709332.20,3971531.10,"tract"
,709335.60,3971529.60,"tract"
,709342.30,3971530.90,"tract"
,709294.30,3971497.00,"tract"
,709340.00,3971497.60,"tract"
,709362.30,3971498.10,"tract"
,709298.70,3971498.30,"tract"
,709341.60,3971497.50,"tract"
,709323.80,3971498.50,"tract"
,709332.90,3971497.50,"tract"
,709312.50,3971743.10,"tract"
,709271.90,3971800.40,"tract"
,709308.80,3971756.10,"tract"
